"name","GP","GS","MP","YC","RC","OFF","C","CK","TT","P","INT","BLK","GMB","TKL","FS","FC","PKG","PK","G","A","SOG","S"
"Giggs, RyanGiggs, R.MAN",12,6,503,3,0,0,15,9,353,225,28,2,0,6,1,6,0,0,0,0,2,5
"Giroud, OlivierGiroud, O.ARS",36,36,3081,4,0,29,32,0,1489,636,74,8,0,23,57,47,1,1,16,8,39,109
"Gnabry, SergeGnabry, S.ARS",9,5,464,0,0,0,10,5,301,187,16,5,0,1,7,2,0,0,1,0,6,12
"Gosling, DanGosling, D.NCU",8,4,361,1,0,0,4,1,186,107,23,3,0,3,1,5,0,0,0,0,0,6
"Gouffran, YoanGouffran, Y.NCU",35,31,2620,3,0,4,48,10,1354,716,111,16,0,16,18,34,0,0,6,3,19,52
"Graham, DannyGraham, D.HUL",18,12,1003,1,0,5,5,0,318,155,5,1,0,1,9,7,0,0,1,1,7,16
"Grealish, JackGrealish, J.AST",1,0,2,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0
"Guedioura, AdleneGuedioura, A.CP",8,4,317,0,0,0,5,2,162,80,11,1,0,3,4,10,0,0,0,0,2,13
"Guidetti, JohnGuidetti, J.STO",6,0,60,0,0,0,0,0,28,12,2,0,0,0,3,0,0,0,0,0,0,1
"GulyGulySHN",9,0,76,0,0,0,1,0,68,32,7,1,0,0,0,5,0,0,0,0,2,3
"Gunnarsson, AronGunnarsson, A.CC",23,17,1540,1,0,1,5,1,568,288,40,16,0,9,23,23,0,0,1,2,1,17
"Gutiérrez, JonásGutiérrez, J.",6,3,260,0,0,0,10,0,165,65,20,3,0,3,8,5,0,0,0,0,0,3
"Guzan, BradGuzan, B.AST",38,38,3420,1,0,0,0,0,1598,344,124,2,0,0,7,1,0,0,0,1,0,0
"Haidara, MassadioHaidara, M.NCU",11,3,426,2,0,0,17,0,335,130,32,6,0,3,6,7,0,0,0,0,1,3
"Hangeland, BredeHangeland, B.FUL",23,23,1906,0,0,0,0,0,1199,681,137,17,0,5,6,9,0,0,0,0,1,4
"Harper, SteveHarper, S.HUL",13,11,1100,1,0,0,0,0,450,76,41,0,0,0,2,1,0,0,0,0,0,0
"Hart, JoeHart, J.MCY",31,31,2790,1,0,0,0,0,1115,275,96,2,0,0,5,0,0,0,0,0,0,0
"Hazard, EdenHazard, E.CHE",35,32,2895,2,0,9,100,19,1911,1085,110,17,0,6,87,17,4,4,14,7,36,73
"Healey, RhysHealey, R.CC",1,0,14,0,0,0,0,0,5,0,2,0,0,0,0,0,0,0,0,0,0,0
"Heitinga, JohnHeitinga, J.",15,14,1250,3,0,0,10,0,663,295,70,21,0,6,4,15,0,0,1,1,2,9
"Helenius, NicklasHelenius, N.AST",3,0,49,0,0,0,0,0,17,7,1,0,0,0,0,0,0,0,0,0,0,1
"Henderson, JordanHenderson, J.LIV",35,35,3128,4,1,6,54,2,2250,1468,176,36,0,17,20,31,0,0,4,7,15,49
"Hennessey, WayneHennessey, W.CP",1,1,90,0,0,0,0,0,38,2,0,0,0,0,0,0,0,0,0,0,0,0
"Herd, ChrisHerd, C.AST",2,2,171,2,0,0,0,0,97,52,8,4,0,2,6,4,0,0,0,0,0,0
"Hernández, JavierHernández, J.MAN",24,6,839,2,0,9,12,0,294,154,10,0,0,2,14,6,0,0,4,3,12,22
"Hernández, PabloHernández, P.SWA",27,17,1431,2,0,3,49,24,1013,622,42,13,0,6,18,15,0,0,2,7,10,30
"Hibbert, TonyHibbert, T.EVE",1,0,3,0,0,0,0,0,6,3,0,1,0,0,0,0,0,0,0,0,0,0
"Holt, GrantHolt, G.AST",10,3,376,1,0,3,4,0,126,45,12,0,0,0,11,11,0,0,1,0,1,3
"Holtby, LewisHoltby, L.",26,17,1490,3,0,1,45,61,952,498,72,5,0,11,22,22,0,0,2,3,11,40
"Hooiveld, JosHooiveld, J.SHN",3,3,270,1,0,0,1,0,220,129,25,2,0,0,2,3,0,0,0,0,0,1
"Hoolahan, WesHoolahan, W.NC",16,10,800,1,0,2,21,3,470,254,28,6,0,3,21,8,0,0,1,1,8,18
"Hooper, GaryHooper, G.NC",32,22,2018,0,0,5,13,0,614,349,30,3,0,5,16,18,1,1,6,2,21,46
"Howard, TimHoward, T.EVE",37,37,3263,4,1,0,1,0,1424,440,86,1,0,5,3,2,0,0,0,1,0,0
"Howson, JonathanHowson, J.NC",27,23,2084,3,0,0,12,2,1253,765,101,15,0,18,16,28,0,0,2,0,9,25
"Huddlestone, TomHuddlestone, T.HUL",36,35,3145,4,1,2,90,97,2386,1383,243,30,0,37,26,47,0,0,2,3,19,61
"Hudson, MarkHudson, M.CC",2,2,147,0,0,0,0,0,112,64,4,5,0,0,2,1,0,0,0,0,0,3
"Hughes, AaronHughes, A.FUL",13,11,1064,2,0,0,0,0,634,342,66,14,0,3,8,2,0,0,0,0,0,0
"Huth, RobertHuth, R.STO",12,12,1067,4,0,1,0,0,505,239,48,16,0,14,7,23,0,0,0,0,2,10
"Ibe, JordanIbe, J.LIV",1,0,14,0,0,0,0,0,6,4,0,0,0,0,0,1,0,0,0,0,0,1
"Ince, TomInce, T.CP",8,5,411,0,0,0,15,9,154,53,9,1,0,2,10,3,0,0,1,1,3,9
"Ireland, StephenIreland, S.STO",25,14,1388,3,0,5,28,35,814,467,56,13,0,17,4,26,0,0,2,2,7,21
"Ivanovic, BranislavIvanovic, B.CHE",36,36,3180,8,0,7,114,0,2501,1158,189,26,0,35,25,48,0,0,3,1,9,37
"Jaaskelainen, JussiJaaskelainen, J.WHU",18,18,1620,0,0,0,0,0,617,122,32,0,0,1,1,2,0,0,0,1,0,0
"Jagielka, PhilJagielka, P.EVE",26,26,2316,2,0,0,3,2,1690,1058,156,25,0,12,18,9,0,0,0,1,3,15
"Jakupovic, EldinJakupovic, E.HUL",1,1,90,0,0,0,0,0,49,12,11,0,0,0,0,0,0,0,0,0,0,0
"James, ThomasJames, T.CC",1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"Januzaj, AdnanJanuzaj, A.MAN",27,15,1640,7,0,3,75,18,1013,489,57,5,0,4,60,30,0,0,4,3,13,48
"Jarvis, MatthewJarvis, M.WHU",32,23,1949,1,0,8,107,48,689,259,35,14,0,5,20,9,0,0,2,3,6,14
"Jedinak, MileJedinak, M.CP",38,38,3389,7,0,1,19,1,2078,931,294,37,0,32,43,59,1,1,1,1,10,33
"Jelavic, NikicaJelavic, N.",25,21,1696,3,0,26,12,0,601,216,31,5,0,12,21,30,0,1,5,1,27,69
"Jenkinson, CarlJenkinson, C.ARS",14,7,800,1,0,0,27,1,519,281,16,3,0,3,4,8,0,0,1,2,1,2
"Jerome, CameronJerome, C.",29,20,1759,4,0,25,18,0,683,249,34,5,0,11,20,43,0,0,2,1,16,41
"Ji, Dong-WonJi, D.SUN",5,2,201,0,0,0,5,0,96,49,3,0,0,0,1,2,0,0,0,0,1,6
"Joao TeixeiraJoao TeixeiraLIV",1,0,8,0,0,0,0,0,14,6,2,0,0,0,0,0,0,0,0,0,0,2
"JoelJoelEVE",2,1,156,0,0,0,0,0,70,19,7,0,0,0,0,0,0,0,0,0,0,0
"John, DeclanJohn, D.CC",20,16,1487,0,0,0,24,0,832,363,65,12,0,1,3,3,0,0,0,0,3,5
"Johnson, AdamJohnson, A.SUN",36,28,2446,2,0,4,117,58,1245,578,78,14,0,5,31,18,1,1,8,5,17,56
"Johnson, BradleyJohnson, B.NC",32,28,2461,6,1,1,26,3,1475,818,159,21,0,34,25,48,0,0,3,1,7,39
"Johnson, GlenJohnson, G.LIV",29,29,2522,3,0,1,59,0,2275,1178,170,23,0,14,38,25,0,0,0,2,4,20
"Johnson, RogerJohnson, R.WHU",4,2,272,1,0,0,0,0,104,42,7,4,0,1,0,2,0,0,0,0,0,1
"Jones, BillyJones, B.WBA",21,21,1740,5,0,2,45,0,1112,497,76,19,0,9,18,18,0,0,0,0,6,13
"Jones, KenwyneJones, K.",18,10,964,0,0,4,8,0,434,162,15,3,0,2,13,8,0,0,1,1,10,27
"Jones, PhilJones, P.MAN",26,26,2174,5,0,0,28,0,1489,859,173,20,0,17,26,29,0,0,1,2,4,12
"Jovetic, StevanJovetic, S.MCY",13,2,360,1,0,2,8,0,229,139,10,2,0,0,11,4,0,0,3,1,11,23
"Kaboul, YounesKaboul, Y.TOT",13,11,943,1,2,0,9,0,766,404,83,11,0,12,4,10,0,0,1,1,4,8
"Kacaniklic, AlexKacaniklic, A.FUL",23,15,1299,0,0,3,35,29,519,266,38,10,0,2,24,8,0,0,1,0,4,20
"Kagawa, ShinjiKagawa, S.MAN",18,14,1170,0,0,2,35,0,785,531,44,4,0,1,8,4,0,0,0,3,6,14
"Kalas, TomasKalas, T.CHE",2,2,180,0,0,0,0,0,54,34,0,6,0,1,0,0,0,0,0,0,0,1
"Kallstrom, KimKallstrom, K.ARS",3,1,128,1,0,0,2,0,112,75,8,0,0,3,0,4,0,0,0,0,1,3
"Kane, HarryKane, H.TOT",10,6,498,0,0,5,12,1,217,96,13,0,0,1,10,4,0,0,3,0,12,28
"Karagounis, GeorgiosKaragounis, G.FUL",14,6,656,1,0,1,15,23,475,289,54,4,0,6,29,7,0,0,0,0,3,8
"Kasami, PajtimKasami, P.FUL",29,20,1805,5,0,9,50,2,945,403,71,23,0,20,43,40,0,0,3,0,15,55
"Kebe, JimmyKebe, J.CP",6,2,189,0,0,1,4,0,76,30,3,0,0,1,4,3,0,0,0,0,1,5
"Kelly, MartinKelly, M.LIV",5,0,107,0,0,0,2,0,85,35,12,3,0,2,0,2,0,0,0,0,0,0
"Ki, Sung-YuengKi, S.",28,25,2198,3,0,3,22,15,1439,972,128,7,0,10,26,17,1,1,3,1,14,40
"Kim, Bo-KyungKim, B.CC",28,21,1673,4,0,1,19,8,895,505,68,14,0,12,39,25,0,0,1,0,9,22
"Kolarov, AleksandarKolarov, A.MCY",30,21,1970,2,0,2,99,10,1611,792,148,15,0,20,35,13,0,0,1,7,14,53
"Kompany, VincentKompany, V.MCY",28,28,2365,6,1,0,3,0,1727,1087,253,25,0,15,10,25,0,0,4,1,7,18
"Koné, ArounaKoné, A.EVE",5,0,79,0,0,3,0,0,38,21,2,0,0,0,1,0,0,0,0,0,2,3
"Koren, RobertKoren, R.HUL",22,10,1135,1,0,2,11,9,581,336,34,4,0,6,7,9,0,0,2,0,4,26
"Koscielny, LaurentKoscielny, L.ARS",32,32,2741,1,1,0,0,0,1823,1181,263,33,0,24,17,29,0,0,2,0,6,13
"Kozak, LiborKozak, L.AST",14,8,781,1,0,8,4,0,231,72,14,3,0,2,13,18,0,0,4,0,8,12
"Krul, TimKrul, T.NCU",36,36,3240,0,0,0,0,0,1467,358,131,1,0,0,2,1,0,0,0,0,0,1
"Kvist, WilliamKvist, W.FUL",8,7,592,1,0,0,1,0,253,129,35,2,0,7,3,5,0,0,0,0,0,2
"Lallana, AdamLallana, A.SHN",38,37,3100,3,0,15,106,34,1927,1045,114,8,0,16,77,31,0,0,9,6,30,73
"Lamah, RolandLamah, R.SWA",9,4,455,1,0,0,18,0,259,152,15,8,0,0,7,3,0,0,2,2,4,14
"Lambert, RickieLambert, R.SHN",37,31,2816,2,0,28,68,2,1260,627,48,9,0,9,18,38,3,3,13,10,42,104
"Lamela, ErikLamela, E.TOT",9,3,327,1,0,3,6,6,257,143,24,2,0,1,4,5,0,0,0,1,2,8
"Lampard, FrankLampard, F.CHE",26,20,1702,4,0,2,39,61,1228,772,83,8,0,19,9,19,1,3,6,3,24,57
"Larsson, SebastianLarsson, S.SUN",31,24,2218,6,0,1,63,80,1278,700,104,13,0,23,17,37,0,0,1,3,6,35
"Lawrence, TomLawrence, T.MAN",1,1,70,0,0,0,0,0,35,21,1,0,0,0,1,1,0,0,0,0,0,2
"Ledley, JoeLedley, J.CP",14,14,1249,1,0,2,7,6,492,264,54,7,0,7,17,8,0,0,2,1,4,11
"Lee, ElliotLee, E.WHU",1,0,2,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
"Lennon, AaronLennon, A.TOT",27,26,2187,1,0,2,71,8,1002,543,66,13,0,5,24,10,0,0,1,3,7,25
"Lescott, JoleonLescott, J.MCY",10,8,784,0,0,0,0,0,571,377,73,8,0,3,0,4,0,0,0,0,1,6
"Lewis, JoeLewis, J.CC",1,1,90,0,0,0,0,0,70,30,0,0,0,0,0,0,0,0,0,0,0,0
"Lindegaard, AndersLindegaard, A.MAN",1,1,90,0,0,0,0,0,43,11,2,0,0,0,0,0,0,0,0,0,0,0
"Lita, LeroyLita, L.SWA",2,0,34,0,0,1,0,0,8,1,0,0,0,1,0,1,0,0,0,0,0,0
"Livermore, JakeLivermore, J.HUL",36,34,3054,6,0,0,26,0,1786,1094,159,19,0,28,31,42,0,0,3,4,7,38
"Lloris, HugoLloris, H.TOT",37,37,3330,2,0,0,0,0,1337,318,108,2,0,1,3,2,0,0,0,0,0,0
"Long, ShaneLong, S.",30,26,2244,2,0,27,25,0,786,291,44,7,0,14,48,48,0,0,7,2,22,52
"Lovren, DejanLovren, D.SHN",31,31,2788,7,0,1,2,1,2125,1257,219,26,0,35,21,27,0,0,2,1,4,20
"Lowton, MatthewLowton, M.AST",23,18,1663,4,0,0,37,1,1121,457,98,13,0,16,11,15,0,0,0,3,0,2
"Loza, JamarLoza, J.NC",1,0,32,0,0,0,0,0,17,9,1,0,0,0,1,0,0,0,0,0,1,1
"Lucas LeivaLucas LeivaLIV",27,20,1872,6,0,1,2,4,1443,995,158,16,0,25,15,48,0,0,0,0,2,9
"Lugano, DiegoLugano, D.WBA",9,7,659,2,0,0,0,0,292,139,44,10,0,5,2,11,0,0,1,0,1,6
"Luis AlbertoLuis AlbertoLIV",9,0,135,0,0,0,4,3,116,75,4,0,0,0,0,1,0,0,0,1,2,3
"Lukaku, RomeluLukaku, R.",33,29,2602,1,0,19,23,0,1124,453,29,10,0,6,12,23,0,0,15,7,45,101
"Luna, ToniLuna, T.AST",17,16,1381,2,0,2,20,0,776,258,52,31,0,13,9,13,0,0,1,0,1,1
"Maiga, ModiboMaiga, M.WHU",14,11,1007,0,0,10,8,0,382,128,11,2,0,7,6,13,0,0,1,2,6,26
"Mannone, VitoMannone, V.SUN",29,28,2567,0,0,0,0,0,1412,365,100,1,0,0,1,0,0,0,0,0,0,0
"Mariappa, AdrianMariappa, A.CP",24,23,2113,6,0,1,49,2,1069,382,90,29,0,16,18,15,0,0,1,1,1,5
"Marshall, DavidMarshall, D.CC",37,37,3330,2,0,0,0,0,1487,338,52,0,0,0,2,0,0,0,0,0,0,0
"Martin, RussellMartin, R.NC",31,29,2616,2,0,2,69,0,1828,882,132,41,0,10,12,18,0,0,0,0,2,12
"Marveaux, SylvainMarveaux, S.NCU",9,2,224,0,0,0,9,13,130,82,7,0,0,0,2,1,0,0,0,0,0,4
"Mata, JuanMata, J.",28,25,2064,0,0,12,121,68,1517,990,79,5,0,2,41,14,0,0,6,6,12,39
"Matic, NemanjaMatic, N.CHE",17,15,1364,3,0,1,10,0,1001,623,97,11,0,17,11,28,0,0,0,4,1,13
"Mavrias, CharisMavrias, C.SUN",4,1,150,0,0,0,4,5,63,31,3,3,0,2,1,0,0,0,0,0,0,0
"Maynard, NickyMaynard, N.CC",8,0,121,0,0,0,4,0,38,13,2,1,0,1,3,2,0,0,0,0,1,3
"McAuley, GarethMcAuley, G.WBA",32,32,2860,4,0,4,2,2,1357,664,169,23,0,12,30,19,0,0,2,0,6,18
"McCarthy, JamesMcCarthy, J.EVE",34,31,2856,5,0,0,14,1,1664,1071,161,19,0,25,28,45,0,0,1,3,5,19
"McCarthy, PatrickMcCarthy, P.CP",1,0,26,0,0,0,0,0,6,1,0,0,0,0,0,0,0,0,0,0,0,1
"McCartney, GeorgeMcCartney, G.WHU",22,20,1840,4,0,0,34,1,1156,452,109,37,0,12,23,10,0,0,0,0,0,2
"McGeady, AidenMcGeady, A.EVE",16,4,470,0,0,1,29,8,286,150,17,5,0,3,3,2,0,0,0,1,2,10
"McGregor, AllanMcGregor, A.HUL",26,26,2227,0,2,0,0,0,844,147,29,0,0,2,5,2,0,0,0,0,0,0
"McLean, AaronMcLean, A.HUL",1,0,6,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
"McNaughton, KevinMcNaughton, K.CC",5,3,281,0,0,1,5,0,193,92,14,3,0,0,0,0,0,0,0,0,0,0
"McShane, PaulMcShane, P.HUL",10,9,686,0,0,1,2,0,385,192,25,8,0,8,6,9,0,0,0,0,0,3
"Medel, GaryMedel, G.CC",34,34,2873,6,0,1,17,4,1896,1245,203,23,0,18,23,33,0,0,0,1,2,16
"Mertesacker, PerMertesacker, P.ARS",35,35,3150,3,0,1,3,0,2344,1589,319,22,0,23,24,12,0,0,2,0,4,20
"MescaMescaFUL",1,0,18,0,0,0,0,0,9,3,2,0,0,0,1,0,0,0,0,0,0,0
"Meyler, DavidMeyler, D.HUL",30,27,2135,8,0,3,27,0,1125,636,115,18,0,19,44,32,0,0,2,1,4,16
"MichuMichuSWA",17,15,1289,2,0,11,7,0,591,331,23,1,0,7,21,12,0,0,2,2,14,42
"Mignolet, SimonMignolet, S.LIV",38,38,3420,0,0,0,0,0,1372,533,89,0,0,0,5,0,0,0,0,0,0,0
"Mikel, John ObiMikel, J.CHE",24,11,1064,3,0,0,3,0,752,515,83,5,0,7,10,18,0,0,1,1,2,9
"Milner, JamesMilner, J.MCY",31,12,1358,3,0,4,69,21,993,553,65,10,0,10,19,20,0,0,1,4,6,25
"Mirallas, KevinMirallas, K.EVE",32,28,2330,6,0,19,80,83,1116,541,57,8,0,11,34,31,0,0,8,8,25,78
"Mitroglou, KonstantinosMitroglou, K.FUL",3,1,151,0,0,2,1,0,63,27,5,1,0,1,0,4,0,0,0,0,3,7
"Miyaichi, RyoMiyaichi, R.ARS",1,0,17,0,0,0,1,0,10,6,1,0,0,0,0,0,0,0,0,0,0,0
"Monreal, NachoMonreal, N.ARS",23,13,1178,2,0,4,50,0,1079,624,113,13,0,7,12,11,0,0,0,1,1,4
"Morrison, JamesMorrison, J.WBA",32,23,2209,1,0,2,30,16,1334,779,119,11,0,19,21,28,1,1,1,4,12,47
"Morrison, RavelMorrison, R.WHU",16,12,1154,5,0,2,12,0,602,354,47,2,0,8,19,13,0,0,3,2,4,20
"Moses, VictorMoses, V.LIV",19,6,644,1,0,1,9,2,432,244,36,3,0,5,14,12,0,0,1,0,3,11
"Moxey, DeanMoxey, D.CP",20,18,1518,2,0,2,24,0,891,278,64,29,0,18,11,13,0,0,0,1,2,10
"Mulumbu, YoussoufMulumbu, Y.WBA",37,33,3079,7,0,1,23,0,2286,1365,331,28,0,36,40,56,0,0,2,2,7,36
"Muniesa, MarcMuniesa, M.STO",13,7,827,0,0,0,9,0,549,268,61,18,0,5,5,6,0,0,0,0,0,3
"Murphy, JoshMurphy, J.NC",9,0,131,1,0,0,7,2,73,27,8,2,0,0,2,1,0,0,0,0,1,5
"Murray, GlennMurray, G.CP",14,3,394,1,0,6,1,0,175,51,15,3,0,2,10,15,1,1,1,1,3,13
"Mutch, JordonMutch, J.CC",35,26,2264,5,0,8,43,19,1195,592,65,16,0,11,42,47,0,0,7,5,21,57
"Myhill, BoazMyhill, B.WBA",14,14,1260,0,0,0,0,0,551,101,47,1,0,0,2,0,0,0,0,0,0,0
"N'Gog, DavidN'Gog, D.SWA",3,0,42,0,0,1,2,0,22,13,1,1,0,0,1,3,0,0,0,0,0,3
"Naismith, StevenNaismith, S.EVE",31,13,1412,1,0,1,15,0,687,332,36,7,0,11,31,26,0,0,5,2,13,35
"NaniNaniMAN",11,7,560,0,0,3,44,7,412,224,27,2,0,0,10,5,0,0,0,0,2,16
"Nasri, SamirNasri, S.MCY",34,29,2498,3,0,6,89,142,2237,1544,97,10,0,10,27,21,0,0,7,7,16,48
"Nastasic, MatijaNastasic, M.MCY",13,11,1027,4,0,0,0,0,812,534,66,10,0,7,5,19,0,0,0,0,2,5
"Naughton, KyleNaughton, K.TOT",22,19,1744,6,0,0,56,5,1379,714,85,17,0,6,14,23,0,0,0,0,2,9
"Navas, JesúsNavas, J.MCY",30,18,1774,0,0,2,129,49,1312,796,87,9,0,3,14,5,0,0,4,7,10,33
"Negredo, ÁlvaroNegredo, Á.MCY",32,21,1725,1,0,14,22,0,754,353,31,2,0,7,16,22,0,0,9,3,26,65
"Noble, MarkNoble, M.WHU",38,38,3343,6,1,1,74,37,2207,1291,232,22,0,48,42,41,2,2,3,4,5,21
"Nocerino, AntonioNocerino, A.WHU",10,2,254,3,0,0,6,2,153,68,28,2,0,4,5,6,0,0,0,0,1,3
"Nolan, KevinNolan, K.WHU",33,33,2694,7,2,13,15,1,896,416,89,28,0,22,19,44,0,0,7,5,20,50
"Noone, CraigNoone, C.CC",17,13,1225,2,0,1,73,5,562,202,30,5,0,5,18,13,0,0,1,1,7,27
"Nzonzi, StevenNzonzi, S.STO",36,34,3041,4,1,2,19,0,1933,1275,151,14,0,30,23,47,0,0,2,1,6,30
"O'Brien, JoeyO'Brien, J.WHU",17,13,1235,4,0,0,16,0,728,310,45,17,0,10,16,14,0,0,0,0,1,4
"O'Keefe, StuartO'Keefe, S.CP",12,2,390,2,0,0,3,1,190,105,14,4,0,5,2,9,0,0,1,0,5,8
"O'Neil, LiamO'Neil, L.WBA",3,0,15,0,0,0,1,0,9,3,0,0,0,0,0,0,0,0,0,0,0,0
"O'Shea, JohnO'Shea, J.SUN",33,33,2922,2,1,0,7,0,1737,999,217,33,0,18,13,21,0,0,1,0,1,6
"Obertan, GabrielObertan, G.NCU",3,0,33,0,0,0,1,0,27,12,2,0,0,0,0,0,0,0,0,0,0,0
"Odemwingie, PeterOdemwingie, P.",30,26,2090,4,0,21,24,0,916,450,70,11,0,16,31,36,0,0,7,1,16,42
"Okore, JoresOkore, J.AST",3,2,167,0,0,0,1,0,98,51,7,1,0,0,1,3,0,0,0,0,0,0
"Olsson, JonasOlsson, J.WBA",32,32,2819,10,0,0,2,0,1487,731,201,33,0,19,20,19,0,0,1,0,2,16
"Olsson, MartinOlsson, M.NC",34,33,2965,2,0,1,92,2,1938,818,167,44,0,15,33,8,0,0,0,1,2,14
"OscarOscarCHE",33,24,2143,4,0,4,88,24,1519,868,96,16,0,18,25,32,0,0,8,2,23,71
"Osman, LeonOsman, L.EVE",38,27,2172,4,0,1,26,1,1358,893,97,9,0,12,29,27,0,0,3,4,16,50
"Osvaldo, PabloOsvaldo, P.SHN",13,9,855,3,0,15,5,2,329,137,13,1,0,4,7,17,0,0,3,0,12,28
"Oviedo, BryanOviedo, B.EVE",9,8,718,1,0,1,30,7,567,248,33,22,0,5,11,12,0,0,2,1,5,15
"Oxlade-Chamberlain, AlexOxlade-Chamberlain, A.ARS",14,6,523,0,0,1,12,2,396,228,20,3,0,4,10,6,0,0,2,2,7,19
"Ozil, MesutOzil, M.ARS",26,25,2149,0,0,11,73,61,1754,1238,52,7,0,5,26,10,0,0,5,9,18,30
"Palacios, WilsonPalacios, W.STO",16,5,513,3,0,0,1,1,294,164,41,7,0,4,6,8,0,0,0,0,0,0
"Pantilimon, CostelPantilimon, C.MCY",7,7,630,1,0,0,0,0,238,58,24,0,0,0,0,0,0,0,0,0,0,0
"Parker, ScottParker, S.FUL",29,27,2318,7,0,0,12,6,1529,967,164,16,0,18,41,37,0,0,2,1,7,17
"Parr, JonathanParr, J.CP",15,7,756,0,0,0,17,0,343,120,43,6,0,4,6,4,0,0,0,0,0,2
"PaulinhoPaulinhoTOT",30,28,2381,4,1,3,20,3,1519,959,120,4,0,17,18,33,0,0,6,2,23,72
"Pennant, JermainePennant, J.STO",8,0,179,1,0,3,8,11,105,55,9,0,0,1,5,6,0,0,1,0,1,1
"Petric, MladenPetric, M.WHU",3,0,65,0,0,0,1,0,23,8,1,0,0,1,2,1,0,0,0,0,0,0
"Phillips, KevinPhillips, K.CP",4,0,76,0,0,1,0,0,25,14,0,0,0,0,2,1,0,0,0,0,0,3
"Pienaar, StevenPienaar, S.EVE",23,19,1633,2,0,3,28,9,1008,621,49,13,0,6,43,23,0,0,1,2,6,20
"Pieters, ErikPieters, E.STO",36,34,2902,5,0,2,54,1,1825,744,133,48,0,38,37,57,0,0,1,2,1,10
"Pilkington, AnthonyPilkington, A.NC",15,10,831,2,0,3,11,3,355,147,11,9,0,6,8,16,0,0,1,1,4,15
"Podolski, LukasPodolski, L.ARS",20,14,1172,0,0,5,23,0,724,475,30,7,0,9,11,9,0,0,8,2,19,41
"Popov, GoranPopov, G.WBA",2,1,83,0,0,0,1,0,74,38,6,1,0,0,0,0,0,0,0,0,0,0
"Pozuelo, ÁlexPozuelo, Á.SWA",22,7,867,1,0,0,13,11,661,419,34,4,0,2,15,6,0,0,0,1,3,15
"Pritchard, AlexPritchard, A.TOT",1,0,7,0,0,0,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0
"Proschwitz, NickProschwitz, N.HUL",2,0,23,0,0,0,0,0,15,8,0,0,0,3,0,3,0,0,0,0,0,1
"Puncheon, JasonPuncheon, J.CP",34,29,2515,2,0,1,87,44,1269,564,103,14,0,17,16,21,1,2,7,2,32,77
"Quinn, StephenQuinn, S.HUL",15,4,503,0,0,3,13,5,351,230,20,5,0,6,15,4,0,0,0,0,1,2
"RafaelRafaelMAN",19,18,1418,5,0,1,62,0,1175,502,98,15,0,9,24,19,0,0,0,1,2,8
"RamiresRamiresCHE",30,29,2607,7,1,7,47,0,1829,1078,165,20,0,22,58,54,0,0,1,2,14,50
"Ramírez, GastónRamírez, G.SHN",18,3,511,2,0,3,15,9,420,221,28,2,0,8,14,15,0,0,1,3,5,21
"Ramsey, AaronRamsey, A.ARS",23,20,1764,3,0,2,42,1,1588,1062,99,8,0,21,24,26,0,0,10,8,27,49
"Rangel, ÁngelRangel, Á.SWA",30,29,2632,8,0,1,81,0,2533,1389,196,27,0,17,21,40,0,0,0,1,2,9
"Rat, RazvanRat, R.WHU",15,11,1131,1,0,0,53,0,723,297,52,7,0,9,11,8,0,0,0,0,1,6
"Redmond, NathanRedmond, N.NC",34,23,2158,2,0,5,104,36,1091,465,88,15,0,11,37,17,0,0,1,3,22,65
"Reed, HarrisonReed, H.SHN",4,0,10,0,0,0,0,0,19,16,0,0,0,0,1,0,0,0,0,0,0,0
"Reid, StevenReid, S.WBA",16,16,1306,3,0,0,30,1,832,332,83,23,0,12,16,17,0,0,0,0,4,10
"Reid, WinstonReid, W.WHU",22,18,1674,2,0,0,3,0,850,378,137,21,0,11,21,20,0,0,1,0,2,10
"Remy, LoïcRemy, L.NCU",26,24,2103,2,1,31,33,3,853,412,42,1,0,7,27,24,0,1,14,3,32,88
"Richards, MicahRichards, M.MCY",2,2,161,0,0,0,0,0,116,61,6,3,0,3,0,2,0,0,0,0,1,1
"Richardson, KieranRichardson, K.FUL",31,28,2381,5,0,3,63,13,1416,577,111,25,0,14,16,17,0,0,4,3,7,28
"Ridgewell, LiamRidgewell, L.WBA",33,33,2869,6,0,2,79,1,1843,780,131,33,0,25,53,25,0,0,1,2,1,3
"Riether, SaschaRiether, S.FUL",31,30,2646,3,0,0,75,6,1743,839,90,27,0,12,10,13,0,0,0,2,1,3
"Riise, John ArneRiise, J.FUL",20,17,1486,2,0,2,45,6,1002,388,73,27,0,10,6,12,0,0,0,0,4,18
"Roberge, ValentinRoberge, V.SUN",9,7,668,1,0,0,0,0,380,232,32,11,0,5,6,8,0,0,0,1,1,3
"Roberts, PatrickRoberts, P.FUL",2,0,44,1,0,0,0,0,22,13,1,0,0,1,0,1,0,0,0,0,0,0
"Robinson, CallumRobinson, C.AST",4,0,46,0,0,1,4,0,32,11,2,0,0,0,2,0,0,0,0,0,0,1
