"name","GP","GS","MP","YC","RC","OFF","C","CK","TT","P","INT","BLK","GMB","TKL","FS","FC","PKG","PK","G","A","SOG","S"
"Rodallega, HugoRodallega, H.FUL",13,6,623,0,0,4,6,3,228,101,7,0,0,1,5,6,0,0,2,2,7,17
"Rodríguez, JayRodríguez, J.SHN",33,30,2567,2,0,28,29,0,1095,485,66,12,0,22,31,28,0,0,15,3,34,100
"Rodwell, JackRodwell, J.MCY",5,1,109,0,0,0,0,0,55,39,3,1,0,1,0,2,0,0,0,0,0,2
"Rooney, WayneRooney, W.MAN",29,27,2448,8,0,17,145,80,1720,944,92,10,0,7,28,31,3,3,17,10,43,100
"Rose, DannyRose, D.TOT",22,22,1902,4,1,1,84,0,1628,675,138,22,0,18,43,28,0,0,1,2,3,15
"Rosenberg, MarkusRosenberg, M.WBA",4,1,90,0,0,2,0,0,29,9,0,0,0,1,1,1,0,0,0,0,0,1
"Rosenior, LiamRosenior, L.HUL",29,22,1986,5,0,0,52,1,1452,615,100,28,0,27,16,14,0,0,1,2,3,11
"Rosicky, TomasRosicky, T.ARS",27,17,1574,7,0,0,40,2,1219,862,74,4,0,19,20,29,0,0,2,1,11,25
"Routledge, WayneRoutledge, W.SWA",35,32,2706,2,0,11,111,10,1392,725,93,10,0,14,25,34,0,0,2,4,11,28
"Ruddy, JohnRuddy, J.NC",38,38,3420,2,0,0,0,0,1536,306,92,1,0,0,8,0,0,0,0,0,0,0
"Ruiz, BryanRuiz, B.FUL",12,8,773,0,0,1,16,32,386,199,21,2,0,1,19,3,0,0,1,3,3,11
"Sagbo, YannickSagbo, Y.HUL",28,16,1499,2,1,15,14,0,612,272,37,2,0,12,25,25,0,0,2,1,9,22
"Sagna, BacarySagna, B.ARS",35,34,3060,6,0,0,116,1,2825,1567,236,30,0,25,29,23,0,0,1,2,7,16
"Sakho, MamadouSakho, M.LIV",18,17,1480,0,0,0,4,0,1307,840,148,17,0,15,7,9,0,0,1,0,1,10
"Salah, MohamedSalah, M.CHE",10,6,500,1,0,1,20,0,305,150,9,3,0,3,14,3,0,0,2,1,6,21
"SandroSandroTOT",17,10,827,6,0,0,5,0,590,366,61,3,0,21,8,28,0,0,1,0,4,16
"Sanogo, YayaSanogo, Y.ARS",8,0,71,0,0,3,0,0,38,11,3,0,0,2,1,0,0,0,0,0,1,2
"Santon, DavideSanton, D.NCU",27,26,2223,1,0,1,58,13,1514,668,161,20,0,16,15,20,0,0,0,0,6,29
"Schneiderlin, MorganSchneiderlin, M.SHN",33,31,2766,8,0,2,14,0,2145,1434,227,16,0,44,30,54,0,0,2,1,6,30
"Schurrle, AndréSchurrle, A.CHE",30,15,1326,1,0,16,36,27,755,366,56,14,0,9,13,21,0,0,8,2,18,58
"Schwarzer, MarkSchwarzer, M.CHE",4,4,360,0,0,0,0,0,143,48,14,0,0,0,0,0,0,0,0,0,0,0
"Scocco, IgnacioScocco, I.SUN",6,0,92,0,0,0,0,0,38,10,2,1,0,1,1,4,0,0,0,0,0,3
"Senderos, PhilippeSenderos, P.FUL",12,12,1027,3,0,0,3,0,703,391,72,23,0,4,4,10,0,0,1,1,2,4
"Sessegnon, StephaneSessegnon, S.",28,25,2078,0,0,8,22,2,1070,595,68,7,0,6,41,19,0,0,5,1,12,54
"Shaw, LukeShaw, L.SHN",35,35,2992,4,0,0,127,4,2433,1078,193,37,0,26,45,27,0,0,0,1,10,24
"Shawcross, RyanShawcross, R.STO",37,37,3292,5,1,5,15,0,1875,875,184,52,0,17,26,28,0,0,1,0,4,18
"Shea, BrekShea, B.STO",1,0,31,0,0,0,0,0,21,13,2,0,0,0,0,1,0,0,0,0,0,0
"Shelvey, JonjoShelvey, J.SWA",32,29,2475,4,0,0,92,40,1936,1163,117,17,0,28,16,28,0,0,6,6,25,77
"Sidwell, SteveSidwell, S.FUL",38,36,3233,5,0,10,14,4,1801,1000,229,29,0,35,41,64,0,1,7,2,16,48
"Sigurdsson, GylfiSigurdsson, G.TOT",25,14,1276,2,0,2,11,20,647,335,55,10,0,3,17,9,0,0,5,0,14,36
"Silva, DavidSilva, D.MCY",27,26,2173,5,0,2,81,58,2059,1462,86,9,0,9,42,23,0,0,7,9,13,54
"Sinclair, ScottSinclair, S.WBA",8,4,301,0,0,0,4,0,122,72,8,0,0,1,5,0,0,0,0,0,2,5
"Sissoko, MoussaSissoko, M.NCU",35,35,3034,8,0,7,102,10,1797,928,153,22,0,28,31,41,0,0,3,6,16,44
"Skrtel, MartinSkrtel, M.LIV",36,36,3222,6,0,1,5,0,2730,1637,307,49,0,37,13,26,0,0,7,1,8,15
"Smalling, ChrisSmalling, C.MAN",25,21,1938,2,0,3,28,0,1494,808,144,28,0,5,16,19,0,0,1,0,3,12
"Smith, BradSmith, B.LIV",1,0,30,0,0,0,0,0,9,2,1,0,0,0,0,2,0,0,0,0,0,0
"Snodgrass, RobertSnodgrass, R.NC",30,29,2572,6,0,3,146,140,1690,764,91,19,0,40,78,48,0,1,6,2,23,68
"Soldado, RobertoSoldado, R.TOT",28,22,1932,6,0,9,28,0,612,314,19,1,0,4,29,22,4,4,6,5,16,59
"Sorensen, ThomasSorensen, T.STO",4,4,315,0,0,0,0,0,144,29,13,0,0,0,0,0,0,0,0,0,0,0
"Speroni, JulianSperoni, J.CP",37,37,3330,0,0,0,0,0,1388,212,81,2,0,1,5,0,0,0,0,0,0,0
"Stekelenburg, MaartenStekelenburg, M.FUL",19,19,1682,0,0,0,0,0,801,194,58,0,0,0,1,0,0,0,0,0,0,0
"Sterling, RaheemSterling, R.LIV",33,24,2218,3,0,8,80,4,1380,706,114,9,0,14,60,52,0,0,9,5,21,44
"Stockdale, DavidStockdale, D.FUL",21,19,1738,0,0,0,0,0,801,217,72,0,0,0,1,0,0,0,0,0,0,0
"Stones, JohnStones, J.EVE",21,15,1368,1,0,1,4,0,1101,640,89,33,0,8,8,3,0,0,0,0,0,1
"Sturridge, DanielSturridge, D.LIV",29,26,2275,2,0,19,35,0,1029,513,49,4,0,2,37,10,0,1,22,7,44,97
"Suárez, LuisSuárez, L.LIV",33,33,2964,6,0,33,93,38,1910,857,112,10,0,16,69,53,0,0,31,12,82,183
"Swift, JohnSwift, J.CHE",1,0,1,0,0,0,1,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0
"Sylla, YacoubaSylla, Y.AST",11,5,548,1,0,0,8,0,242,121,26,7,0,7,3,15,0,0,0,0,1,4
"Szczesny, WojciechSzczesny, W.ARS",37,37,3330,2,0,0,0,0,1532,443,149,2,0,4,5,2,0,0,0,0,0,0
"Taarabt, AdelTaarabt, A.FUL",12,7,594,0,0,2,8,6,302,155,15,4,0,1,20,3,0,0,0,1,14,29
"Tankovic, MuamerTankovic, M.FUL",3,1,59,0,0,0,0,0,17,9,0,0,0,0,1,1,0,0,0,0,0,1
"Taylor, AndrewTaylor, A.CC",18,18,1573,0,0,0,20,2,889,429,53,27,0,5,10,4,0,0,0,0,1,4
"Taylor, MatthewTaylor, M.WHU",20,16,1413,3,0,0,28,3,594,254,53,23,0,11,14,12,0,0,0,0,2,14
"Taylor, NeilTaylor, N.SWA",10,6,590,1,0,0,6,1,399,204,30,10,0,6,4,4,0,0,0,1,0,3
"Taylor, StevenTaylor, S.NCU",10,9,730,0,1,1,1,0,319,149,34,13,0,8,1,6,0,0,1,0,1,3
"Terry, JohnTerry, J.CHE",34,34,3060,3,0,2,3,0,2105,1400,215,28,0,8,20,11,0,0,2,1,8,27
"Tettey, AlexanderTettey, A.NC",21,17,1488,7,0,0,8,0,1041,661,127,9,0,16,12,22,0,0,1,0,3,13
"Theophile Catherine, KevinTheophile Catherine, K.CC",28,26,2356,3,0,0,65,0,1554,547,113,25,0,20,26,29,0,0,0,0,2,10
"ThievyThievyWBA",6,3,252,0,0,1,5,0,107,46,3,1,0,1,6,6,0,0,2,0,3,6
"Thomas, JeromeThomas, J.CP",9,3,367,2,0,3,24,5,157,68,15,1,0,4,10,9,0,0,0,0,1,7
"Tiendalli, DwightTiendalli, D.SWA",10,9,751,0,0,2,16,0,578,309,32,8,0,10,5,11,0,0,0,0,0,3
"Tioté, CheickTioté, C.NCU",33,31,2764,10,0,1,21,1,2481,1463,358,16,0,38,54,71,0,0,0,1,11,44
"Tomkins, JamesTomkins, J.WHU",31,31,2601,5,1,1,2,0,1392,626,164,29,0,24,25,28,0,0,0,0,5,12
"Tonev, AleksandarTonev, A.AST",17,6,596,0,0,2,18,1,249,105,24,4,0,5,5,10,0,0,0,0,9,24
"Torres, FernandoTorres, F.CHE",28,16,1571,3,1,21,27,1,675,265,29,5,0,8,28,20,0,0,5,5,18,63
"Touré, KoloTouré, K.LIV",20,15,1439,2,0,1,0,0,1056,588,126,16,0,10,1,11,0,0,0,2,0,8
"Touré, YayaTouré, Y.MCY",35,35,2927,4,0,2,44,0,2658,1976,167,15,0,12,25,39,6,6,20,9,27,65
"Townsend, AndrosTownsend, A.TOT",25,12,1226,2,0,1,56,9,764,371,28,4,0,4,31,8,0,0,1,0,20,55
"Traoré, LacinaTraoré, L.EVE",1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
"Tremmel, GerhardTremmel, G.SWA",12,12,1080,0,0,0,0,0,379,128,19,1,0,0,2,0,0,0,0,0,0,0
"Tunnicliffe, RyanTunnicliffe, R.FUL",3,2,166,0,0,0,5,0,30,14,1,0,0,0,1,0,0,0,0,1,1,1
"Turner, BenTurner, B.CC",31,30,2720,4,0,5,4,0,1497,749,145,36,0,12,8,25,0,0,0,1,2,9
"Turner, MichaelTurner, M.NC",22,22,1944,7,0,1,0,0,1041,559,105,23,0,19,9,23,0,0,0,0,0,2
"Valencia, AntonioValencia, A.MAN",29,20,1941,6,1,5,85,0,1443,808,112,20,0,12,24,38,0,0,2,3,6,17
"Van Ginkel, MarcoVan Ginkel, M.CHE",2,0,11,0,0,0,0,0,11,6,0,0,0,0,0,0,0,0,0,0,0,0
"Van Persie, RobinVan Persie, R.MAN",21,18,1584,2,0,22,34,29,590,252,29,6,0,5,11,26,2,2,12,3,20,60
"Van Wolfswinkel, RickyVan Wolfswinkel, R.NC",25,16,1394,1,0,6,9,0,411,189,23,5,0,13,14,39,0,0,1,1,9,33
"Vaughan, DavidVaughan, D.SUN",3,2,171,0,0,0,3,1,99,46,15,1,0,4,0,2,0,0,0,0,0,1
"Vaz Te, RicardoVaz Te, R.WHU",8,3,257,0,0,1,6,0,109,37,2,1,0,1,4,2,0,0,2,0,5,9
"Vázquez, ÁlvaroVázquez, Á.SWA",12,5,410,0,0,7,8,0,125,62,4,3,0,2,5,6,0,0,0,1,4,8
"Veljkovic, MilosVeljkovic, M.TOT",2,0,30,0,0,0,0,0,29,22,3,0,0,0,0,0,0,0,0,0,0,0
"Vergini, SantiagoVergini, S.SUN",11,10,978,2,0,0,5,0,727,363,76,10,0,10,2,14,0,0,0,0,0,4
"Vermaelen, ThomasVermaelen, T.ARS",14,7,782,0,0,1,3,0,549,319,67,7,0,10,6,5,0,0,0,1,0,5
"Vertonghen, JanVertonghen, J.TOT",23,23,2004,4,0,2,19,0,1412,757,110,19,0,9,23,12,0,0,0,0,3,13
"Vidic, NemanjaVidic, N.MAN",25,23,2082,5,2,0,3,0,1503,892,236,15,0,12,11,32,0,0,0,0,2,17
"Vlaar, RonVlaar, R.AST",32,32,2805,4,0,1,4,0,1664,787,219,32,0,18,12,12,0,0,0,1,2,10
"Vorm, MichelVorm, M.SWA",26,26,2339,2,1,0,0,0,872,305,73,0,0,1,5,1,0,0,0,0,0,0
"Vydra, MatejVydra, M.WBA",23,7,667,0,0,4,8,0,205,73,9,2,0,1,15,1,0,0,3,3,8,11
"Walcott, TheoWalcott, T.ARS",13,9,858,1,0,7,33,36,413,213,17,4,0,4,6,4,0,0,5,4,16,32
"Walker, KyleWalker, K.TOT",26,26,2298,5,0,1,71,14,1972,1007,136,35,0,8,30,27,0,0,1,2,5,17
"Walters, JonathanWalters, J.STO",32,27,2240,8,1,13,42,0,850,360,53,11,0,17,44,36,2,3,5,2,18,38
"Wanyama, VictorWanyama, V.SHN",23,19,1659,7,0,0,1,0,1332,843,168,6,0,36,31,46,0,0,0,0,3,18
"Ward-Prowse, JamesWard-Prowse, J.SHN",34,16,1601,3,0,0,62,93,1254,774,113,12,0,15,18,21,0,0,0,2,7,20
"Ward, JoelWard, J.CP",36,36,3240,3,0,2,68,26,1850,650,183,32,0,22,40,32,0,0,0,2,5,19
"Weimann, AndreasWeimann, A.AST",37,31,2660,1,0,5,46,4,821,410,59,10,0,9,23,26,0,0,5,4,21,70
"Welbeck, DannyWelbeck, D.MAN",25,15,1459,2,0,0,7,0,688,380,46,5,0,5,31,12,0,0,9,1,19,46
"Westwood, AshleyWestwood, A.AST",35,35,3081,7,0,0,64,91,1650,964,159,17,0,24,19,37,0,0,3,2,8,29
"Westwood, KeirenWestwood, K.SUN",10,10,853,0,0,0,0,0,347,57,13,0,0,1,0,0,0,0,0,0,0,0
"Whelan, GlennWhelan, G.STO",32,28,2361,4,1,0,20,10,1564,992,170,21,0,28,19,33,0,0,0,1,2,13
"Whittaker, StevenWhittaker, S.NC",20,16,1421,3,0,0,32,0,867,358,92,8,0,18,14,16,0,0,1,1,1,10
"Whittingham, PeterWhittingham, P.CC",32,30,2661,3,0,1,98,111,1481,810,91,22,0,15,17,17,1,1,3,6,16,45
"Wickham, ConnorWickham, C.SUN",15,10,848,1,0,4,20,0,380,129,16,2,0,9,20,13,0,0,5,1,8,26
"Wilbraham, AaronWilbraham, A.CP",4,1,81,0,0,2,1,0,42,15,2,0,0,0,1,3,0,0,0,0,3,4
"Wilkinson, AndyWilkinson, A.STO",5,2,274,1,0,0,6,0,168,60,10,0,0,3,2,6,0,0,0,0,1,1
"Williams, AshleyWilliams, A.SWA",34,34,3040,5,0,3,1,0,2561,1603,206,51,0,21,9,31,0,0,1,1,2,13
"Williams, JonathanWilliams, J.CP",9,0,179,0,0,0,8,4,119,53,11,2,0,1,7,2,0,0,0,0,1,3
"Williamson, MikeWilliamson, M.NCU",33,32,2912,0,0,0,4,0,1584,773,217,24,0,11,12,18,0,0,0,0,1,10
"WillianWillianCHE",25,18,1677,3,1,4,69,75,1349,821,101,9,0,10,21,25,0,0,4,2,16,43
"Wilshere, JackWilshere, J.ARS",24,19,1719,6,0,4,36,1,1507,1018,92,12,0,16,43,27,0,0,3,4,8,20
"Wilson, JamesWilson, J.MAN",1,1,64,0,0,0,0,0,21,9,1,0,0,1,0,1,0,0,2,0,2,4
"Wilson, MarcWilson, M.STO",33,30,2691,6,1,1,11,0,1277,671,129,31,0,27,8,33,0,0,0,0,4,14
"Wisdom, AndreWisdom, A.LIV",2,1,80,1,0,0,0,0,70,18,7,1,0,3,0,2,0,0,0,0,1,2
"Woodrow, CauleyWoodrow, C.FUL",6,5,411,0,0,5,7,0,192,112,10,2,0,4,3,8,0,0,1,0,4,10
"Yacob, ClaudioYacob, C.WBA",27,22,1843,7,0,1,6,1,1181,711,170,10,0,28,27,38,0,0,1,0,4,10
"Yanga-Mbiwa, MapouYanga-Mbiwa, M.NCU",23,17,1497,5,1,0,19,0,935,445,118,14,0,13,11,18,0,0,0,0,0,4
"Yobo, JosephYobo, J.NC",8,8,720,0,0,0,0,0,335,180,55,9,0,5,5,3,0,0,0,0,1,2
"Yoshida, MayaYoshida, M.SHN",8,7,632,0,0,0,0,0,425,256,54,2,0,4,4,3,0,0,1,0,1,3
"Young, AshleyYoung, A.MAN",20,13,1029,4,0,8,80,39,696,356,37,4,0,4,18,17,0,0,2,1,7,17
"Zabaleta, PabloZabaleta, P.MCY",35,34,3079,11,0,0,99,1,2545,1392,249,33,0,47,33,50,0,0,1,6,2,18
"Zaha, WilfriedZaha, W.",14,5,611,1,0,4,19,0,293,110,26,0,0,7,12,8,0,0,0,1,4,11
"Zverotic, ElsadZverotic, E.FUL",6,5,405,0,0,0,15,0,261,98,7,0,0,4,8,5,0,0,0,0,1,3
